0.412955,5.50546e-80
0.17632,1.47856e-80
0.0137013,1.05953e-83
0.00887124,1.86311e-82
0.161793,6.55763e-77
0.943429,9.57097e-77
0.0355125,4.30657e-77
0.0984261,8.33681e-82
0.0315129,1.09706e-81
0.00628664,1.15965e-77
0.0696115,1.53453e-80
0.0567644,7.94321e-78
0.0362382,4.62391e-83
0.150028,6.98533e-83
0.0621916,3.49945e-80
0.107165,4.06649e-77
0.394989,4.46666e-78
0.0778942,5.81498e-81
0.0244474,5.89328e-81
0.0388373,1.76559e-81
0.0441322,5.78039e-79
0.0655654,1.17694e-78
0.00633665,3.35188e-77
0.173278,2.36966e-81
0.115329,5.37285e-81
0.0927309,3.33391e-79
0.269833,2.02144e-77
0.322058,1.58114e-77
0.0824623,1.68505e-81
0.104022,1.0623e-78
0.254455,4.07532e-82
0.350484,2.5846e-78
0.0220329,1.80304e-81
0.176425,2.09878e-80
0.0809945,1.59471e-80
0.220732,1.64399e-80
0.0406428,4.75205e-81
0.0257006,2.34468e-80
0.019025,7.1708e-78
0.299977,1.56922e-80
0.046976,1.72693e-80
0.03765,5.39094e-81
0.171992,2.04926e-80
0.0158225,2.21333e-79
0.0481119,5.35336e-77
0.402809,1.17651e-80
0.128259,1.02921e-78
0.233026,1.04245e-81
0.179454,7.20518e-81
0.777444,4.94072e-79
0.313091,5.61046e-79
0.106554,1.01239e-79
0.0711064,1.73661e-81
0.0141705,4.15478e-82
0.0866644,6.47208e-81
0.113595,1.35491e-79
0.0438864,6.67859e-81
0.158289,2.65432e-78
0.0393528,1.34509e-78
0.0364535,5.03952e-78
0.10254,2.48964e-79
0.0355588,1.13673e-79
0.129426,7.30618e-82
0.134443,6.64358e-78
0.0351492,8.47151e-82
0.0308944,4.09429e-83
0.019373,2.32928e-81
0.170505,1.16617e-77
0.103473,1.16239e-78
0.0466235,1.35296e-78
0.159862,1.38125e-82
0.157431,4.23275e-77
0.0237411,2.03124e-78
0.0838264,1.11876e-80
0.281173,4.10733e-78
0.135509,3.95508e-81
0.0145506,2.04615e-80
0.138227,3.43433e-78
0.0740748,7.26839e-81
0.0711528,4.3083e-83
0.0591873,1.68083e-80
0.0584132,1.15811e-78
0.0437859,2.10367e-82
0.103002,5.7195e-80
0.322187,6.20865e-82
0.0841146,5.21224e-79
0.0498903,3.02282e-79
0.0283338,2.50096e-80
0.219169,5.91544e-81
0.0548559,2.31568e-81
0.0449098,7.16326e-82
0.202602,3.61701e-80
0.0362307,1.55375e-79
0.141496,1.5138e-77
0.014417,2.76645e-79
0.144606,1.64838e-80
0.0986649,8.31349e-82
0.0436954,7.1899e-78
0.0163212,5.11991e-82
0.035883,5.51256e-83
0.42223,5.64654e-79
0.222524,3.47015e-80
0.13776,9.32476e-82
0.0446405,8.60106e-80
0.265329,9.78137e-79
0.332854,3.58281e-79
0.125351,3.53444e-82
0.0449819,1.03181e-82
0.156824,2.9806e-80
0.07176,1.03065e-78
0.0575635,1.68051e-79
0.0416425,6.00751e-80
0.0709736,2.17695e-82
0.0515225,1.04037e-79
0.0490226,1.92918e-80
0.0612099,8.37492e-81
0.220154,3.58436e-78
0.0559865,5.42251e-79
0.0543551,4.12775e-80
0.0103881,2.54489e-77
0.0966369,1.63613e-80
0.0267433,3.27866e-80
0.091103,3.25391e-80
0.181091,8.08883e-82
0.150961,7.30301e-79
0.321362,5.85759e-79
0.0283049,2.26926e-81
0.0892451,4.28721e-81
0.171572,1.53055e-81
0.0738277,1.39692e-78
0.786731,4.73353e-81
0.0291334,3.66471e-81
0.342752,1.19701e-81
0.0328055,5.81344e-81
0.0789558,1.52302e-80
0.0203124,2.02335e-83
0.0337292,1.818e-81
